#Loop,Duration Loop(sec)
{2},6.902823448181152
{1},6.439710855484009
{2},7.264536142349243
{1},7.048689603805542
{2},6.760582685470581
{1},7.2015604972839355
{2},7.043670654296875
{1},6.657246112823486
{2},6.789844751358032
{1},6.586894989013672
{2},6.878284692764282
{1},6.6173012256622314
{2},6.839826822280884
{1},6.565854549407959
{2},6.651372671127319
{1},6.573181867599487
{2},6.8050878047943115
{1},6.569647550582886
{2},6.71260142326355
{1},6.533141613006592
{2},7.074005126953125
{1},11.63424277305603
{2},13.045393466949463
{1},10.544684886932373
{1},11.024268865585327
{1},10.319890022277832
{1},6.851540565490723
{1},6.758068084716797
{1},7.119948863983154
{1},6.637989521026611
{1},6.764211416244507
{1},6.364214181900024
{1},6.7703611850738525
{1},6.651477098464966
{1},6.748044013977051
{1},6.408467531204224
{1},6.620335340499878
{1},6.513436794281006
{1},6.728663206100464
{1},6.4451563358306885
{1},7.194831371307373
{1},7.118356704711914
{1},6.452136278152466
{1},6.505040407180786
{1},6.327876091003418
{1},6.3335981369018555
{1},6.4237940311431885
{1},6.678183078765869
{1},6.289619445800781
{1},6.3757617473602295
{1},6.321220874786377
{1},6.614939212799072
{1},6.485535383224487
{1},6.391055345535278
{1},6.4299774169921875
{1},6.329497814178467
{1},6.4917426109313965
{1},6.487691879272461
{1},6.4567248821258545
{1},6.413715124130249
{1},6.8687005043029785
{1},6.661700487136841
{1},6.529760360717773
{1},12.04049825668335
{1},6.570104598999023
{1},6.264389991760254
{1},6.359243869781494
{1},11.632294416427612
{2},11.837321996688843
{3},46.593711614608765
{4},39.198803424835205
{5},41.48944354057312
{6},48.52061104774475
{7},34.30364942550659
{8},50.99320650100708
{9},43.28832745552063
{10},31.86069369316101
{11},36.85857582092285
{12},43.00864815711975
{13},35.01488971710205
{14},41.36160230636597
{15},45.464335203170776
{1},27.489388465881348
{2},43.61586880683899
{3},40.54718995094299
{4},42.59283757209778
{5},46.88574576377869
{6},26.217730045318604
{7},42.901925802230835
{8},36.05106163024902
{9},43.49448084831238
{10},47.90121054649353
{11},27.945607662200928
{12},36.36986207962036
{13},36.04241585731506
{14},42.90053153038025
{15},52.0180766582489
{16},43.74333047866821
{17},31.005874156951904
{18},48.7384307384491
{19},32.00052785873413
{20},45.51087045669556
{21},51.80860209465027
{22},38.91335344314575
{23},36.13237118721008
{24},41.733675956726074
{25},39.681156635284424
{26},45.43532943725586
{27},50.925901889801025
{28},49.03336048126221
{29},43.28368306159973
{30},42.31041145324707
{31},51.16307234764099
{32},40.604036808013916
{33},60.49133324623108
{34},52.21897745132446
{35},42.63009071350098
{36},40.61761450767517
{37},50.383294343948364
{38},33.37671756744385
{39},40.95939779281616
{40},34.758790254592896
{41},40.182504177093506
{42},42.580820083618164
{43},50.0796959400177
{44},44.7444851398468
{45},44.44049429893494
{46},44.932976961135864
{47},34.81353545188904
{48},56.63670897483826
{49},51.915802001953125
{50},45.56225657463074
{1},39.08391356468201
{2},43.94391417503357
{3},43.930668115615845
{4},43.013286113739014
{5},39.41360878944397
{6},40.60242772102356
{7},36.76600456237793
{8},44.9967896938324
{9},47.02524995803833
{10},26.751112937927246
{11},36.19221496582031
{12},50.97026610374451
{13},49.4373095035553
{14},27.697407245635986
{15},47.4615375995636
{16},49.75888109207153
{17},33.4421124458313
{1},21.477391481399536
{2},50.153461933135986
{3},45.151880979537964
{4},43.491546392440796
{5},49.16304588317871
{6},47.93837928771973
{7},28.814440488815308
{8},56.46892023086548
{9},76.99733638763428
{10},44.01235294342041
{11},49.06380891799927
{12},74.34440231323242
{13},48.22714805603027
{14},53.347899436950684
{15},43.005234241485596
{16},31.009132385253906
{17},50.38433361053467
{18},53.817737340927124
{19},48.78117871284485
{20},43.20702052116394
{21},43.719083309173584
{22},81.71589374542236
{23},39.12509274482727
{24},52.80294346809387
{25},44.68358325958252
{26},57.202168703079224
{27},33.66402244567871
{28},48.455968618392944
{29},51.101550579071045
{30},40.616241216659546
{31},40.95101499557495
{32},42.770707845687866
{1},23.380712032318115
{1},15.003867626190186
{2},14.568394660949707
{3},36.252713441848755
{4},46.04771542549133
{5},34.95552706718445
{6},42.150744915008545
{7},43.104421615600586
{8},32.02858567237854
{9},48.85158610343933
{10},38.288233518600464
{11},34.605329275131226
{12},38.47829508781433
{13},48.37288975715637
{14},34.82556629180908
{15},43.467472553253174
{16},49.449572801589966
{17},31.74386715888977
{1},17.982367992401123
{1},12.293730735778809
{2},15.869384527206421
{3},33.45828080177307
{4},26.25468420982361
{5},31.59422993659973
{6},48.47199773788452
{7},38.48471236228943
{8},34.36276364326477
{9},43.06983184814453
{10},41.95874214172363
{11},32.45039367675781
{12},34.49092435836792
{13},23.47206401824951
{14},33.95935678482056
{15},25.46640396118164
{1},20.21674633026123
{2},23.924930095672607
{3},27.657620668411255
{4},30.029482126235962
{5},21.31923532485962
{6},20.340662002563477
{7},13.540007591247559
{8},12.899518251419067
{1},14.160342693328857
{2},12.177995681762695
{1},12.25189995765686
{2},28.535144567489624
{3},50.11779594421387
{4},30.222887754440308
{5},22.63558602333069
{6},22.89378786087036
{7},30.450134754180908
{8},21.729979276657104
{9},29.542179822921753
{10},25.910778999328613
{11},40.03748655319214
{12},40.21809530258179
{13},38.60277795791626
{14},26.54521632194519
{15},31.312710285186768
{16},23.35437297821045
{17},40.2484769821167
{18},36.53932785987854
{19},38.393272161483765
{20},42.11412334442139
{21},30.308821439743042
{22},38.98402428627014
{23},46.59536004066467
{24},39.954362869262695
{25},34.48743414878845
{26},43.94275403022766
{27},30.716964960098267
{28},41.5551552772522
{29},32.721771001815796
{30},41.62936091423035
{31},40.96462941169739
{32},40.74546957015991
{33},50.88952565193176
{34},34.99345016479492
{35},41.59875774383545
{36},51.91783833503723
{37},36.753790616989136
{38},47.067686557769775
{39},41.86320114135742
{40},51.02361249923706
{41},50.48029923439026
{42},41.96949052810669
{43},40.115835189819336
{44},46.734471559524536
{45},43.806413888931274
{46},50.6575448513031
{47},38.74603509902954
{48},40.16996693611145
{49},41.939876556396484
{50},35.919400453567505
{1},28.979570865631104
{2},31.30529546737671
{1},11.550895929336548
{2},12.909114599227905
{1},7.670119524002075
{2},7.479233264923096
{1},8.317043542861938
{2},10.352617979049683
{1},10.529614448547363
{1},7.809931039810181
{1},7.371219873428345
{1},12.571408748626709
{1},8.84276819229126
{1},8.267605066299438
{1},7.566696405410767
{1},10.64313530921936
{1},9.612811088562012
{1},7.738401174545288
{1},7.95099949836731
{1},7.447608470916748
{1},7.665592193603516
{1},7.220778226852417
{1},7.264123916625977
{1},7.542970418930054
{1},7.139555931091309
{1},8.423740863800049
{1},7.553150177001953
{1},7.5674357414245605
{1},9.031304836273193
{1},7.81619119644165
{1},7.266764163970947
{1},7.7530436515808105
{1},7.4365949630737305
{1},7.872535467147827
{1},7.254698276519775
{1},7.269111156463623
{1},7.330418109893799
{1},7.24075984954834
{1},7.332524538040161
{1},11.171975374221802
{1},7.25317120552063
{1},13.7496497631073
{1},7.6423866748809814
{1},7.502959728240967
{1},7.659637928009033
{1},11.336461544036865
{1},7.7767555713653564
{1},7.1699676513671875
{1},7.48134183883667
{1},7.237934350967407
{1},7.648267984390259
{1},7.4887776374816895
{1},7.772847414016724
{1},8.795319318771362
{1},7.6333019733428955
{1},7.667160749435425
{1},7.763423681259155
{1},7.757062911987305
{1},11.490344285964966
{1},7.751578330993652
{1},7.346256494522095
{1},8.299290895462036
{1},19.162790060043335
